"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물소유구분명","급수시설구분명","년도","다중이용업소여부","시설총규모","위생업종명","위생업태명","총종업원수","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명","기준일"
"256","맘스테이크","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 DDP 팔거리광장 (을지로7가)","2018-03-30","운영중","","","","","9.30","100197","","","2018","N","9.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00087","영업","2018-04-26"
"257","엉클잭(Uncle Jack)","서울특별시 마포구 성산동 661번지 ","서울특별시 마포구 증산로 87 문화비축기지 내 (성산동)","2018-03-30","운영중","","","","","10.00","121250","","","2018","N","10","휴게음식점","푸드트럭","","","190726.82155000000  ","452316.92635700000  ","3130000-104-2018-00092","영업","2018-04-26"
"258","깨소금왕족발","서울특별시 마포구 성산동 661번지 ","서울특별시 마포구 증산로 87 문화비축기지 내 (성산동)","2018-03-30","운영중","","","","","10.00","121250","","","2018","N","10","휴게음식점","푸드트럭","","","190726.82155000000  ","452316.92635700000  ","3130000-104-2018-00097","영업","2018-04-26"
"259","루쏘팩토리","서울특별시 중랑구 면목동 1031-22번지 면목동 겸재 작은도서관 중랑천 산책로 행사장 부근 ","","2018-04-06","운영중","","","","","8.00","131200","","","2018","N","8","휴게음식점","푸드트럭","","032-684-8016","206505.182118       ","453769.195366       ","3060000-104-2018-00035","영업","2018-04-26"
"260","(주)루쏘팩토리","서울특별시 중랑구 면목동 1031-22번지 겸재 작은도서관 중랑천 산책로 행사장 부근(중랑천 체육둔치) ","","2018-04-06","운영중","","","","","8.00","131200","","","2018","N","8","휴게음식점","푸드트럭","","032-684-8016","206505.182118       ","453769.195366       ","3060000-104-2018-00036","영업","2018-04-26"
"261","카페체리블라썸","서울특별시 영등포구 여의도동 8번지 라이프플러스 벚꽃피크닉페스티벌 여의도한강공원 일대 ","서울특별시 영등포구 여의동로 330 라이프플러스 벚꽃피크닉페스티벌 여의도한강공원 일대 (여의도동)","2018-04-06","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00111","영업","2018-04-26"
"262","서대문지역자활센터(80거6381)","서울특별시 서대문구 연희동 188-47번지 자활사업단 ","서울특별시 서대문구 연희로11마길 86-77 서대문지역자활센터 내 부지 (연희동)","2018-03-07","운영중","","","","","10.00","120825","","","2018","N","10","휴게음식점","푸드트럭","","02-324-1027","193488.71715400000  ","452561.79993600000  ","3120000-104-2018-00029","영업","2018-04-26"
"263","꽃보다","서울특별시 관악구 봉천동 225번지 관악구민종합체육센터 ","서울특별시 관악구 낙성대로3길 37 관악구민종합체육센터 정문 앞 왼쪽편 (봉천동)","2018-02-05","운영중","","","","","10.00","151851","","","2018","N","10","휴게음식점","푸드트럭","","","196489.62381600000  ","441515.68084600000  ","3200000-104-2018-00023","영업","2018-04-26"
"264","퍼펙트아이스","서울특별시 강남구 삼성동 159번지 코엑스 ","서울특별시 강남구 영동대로 513 코엑스 동측광장 (삼성동)","2018-04-19","운영중","","","","","13.00","135731","","","2018","N","13","휴게음식점","푸드트럭","","02-1522-0761","205230.34201100000  ","445818.07172100000  ","3220000-104-2018-00276","영업","2018-04-26"
"265","달콤카페","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","2018-04-02","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00101","영업","2018-04-26"
"266","튀김공방","서울특별시 마포구 성산동 661번지 ","서울특별시 마포구 증산로 87 문화비축기지 내 (성산동)","2018-04-20","운영중","","","","","10.00","121250","","","2018","N","10","휴게음식점","푸드트럭","","","190726.82155000000  ","452316.92635700000  ","3130000-104-2018-00128","영업","2018-04-26"
"267","하밤(Ha Bam)","서울특별시 마포구 성산동 661번지 ","서울특별시 마포구 증산로 87 문화비축기지 내 (성산동)","2018-04-20","운영중","","","","","10.00","121250","","","2018","N","10","휴게음식점","푸드트럭","","","190726.82155000000  ","452316.92635700000  ","3130000-104-2018-00130","영업","2018-04-26"
"268","세민이네고깃집","서울특별시 마포구 성산동 661번지 ","서울특별시 마포구 증산로 87 문화비축기지 내 (성산동)","2018-04-18","운영중","","","","","10.00","121250","","","2018","N","10","휴게음식점","푸드트럭","","","190726.82155000000  ","452316.92635700000  ","3130000-104-2018-00123","영업","2018-04-26"
"269","(주)스테이크아웃","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(92모6256) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(92모6256))","2016-04-12","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00088","영업","2018-04-26"
"271","푸드트럭:청년반점","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(86다6195) ","서울특별시 영등포구 여의동로 330 1층 (여의도동 여의도한강공원 물빛광장(86다6195))","2016-04-12","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00090","영업","2018-04-26"
"272","LFT(라오푸드트럭)","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(88더4166) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(88더4166))","2016-04-12","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00091","영업","2018-04-26"
"273","록키스핫도그","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(93보2908) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(93보2908))","2016-04-12","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00094","영업","2018-04-26"
"274","에이비카페","서울특별시 영등포구 여의도동 8번지 물빛광장(89수3190) ","서울특별시 영등포구 여의동로 330 (여의도동 물빛광장(89수3190))","2016-04-12","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00095","영업","2018-04-26"
"275","한끼트럭","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(88오9336) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(88오9336))","2016-04-12","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00096","영업","2018-04-26"
"276","요리하는브라더","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(95누7271) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(95누7271))","2016-04-12","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00097","영업","2018-04-26"
"277","미스터트럭","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(91모6374) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(91모6374))","2016-04-12","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00098","영업","2018-04-26"
"278","퍼펙트아이스","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(98두1018) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(98두1018))","2016-04-12","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00100","영업","2018-04-26"
"279","만남의 광장","서울특별시 서초구 서초동 1318-11번지 강남역 9번 10번 출구(지오다노 앞) ","","2016-12-26","운영중","","","","","10.00","137856","","","2016","N","10","휴게음식점","푸드트럭","","","202324.713141       ","443985.094905       ","3210000-104-2016-00484","영업","2018-04-26"
"280","매실닭꽂이집","서울특별시 서초구 서초동 1318-11번지 강남역9번10번출구 지오다노 앞 ","","2016-12-26","운영중","","","","","10.00","137856","","","2016","N","10","휴게음식점","푸드트럭","","","202324.713141       ","443985.094905       ","3210000-104-2016-00485","영업","2018-04-26"
"281","강남타로.카페","서울특별시 서초구 서초동 1318-11번지 강남역 9번10번출구 ","","2017-01-19","운영중","","","","","10.00","137856","","","2017","N","10","휴게음식점","푸드트럭","","","202324.713141       ","443985.094905       ","3210000-104-2017-00028","영업","2018-04-26"
"282","행복한 집","서울특별시 서초구 서초동 1318-11번지 강남역 910번출구 외 2개소 ","","2017-01-19","운영중","","","","","10.00","137856","","","2017","Y","10","휴게음식점","푸드트럭","","","202324.713141       ","443985.094905       ","3210000-104-2017-00029","영업","2018-04-26"
"283","꼬치의왕자","서울특별시 영등포구 여의도동 8번지 여의도 한강공원(92도1917) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도 한강공원(92도1917))","2016-12-26","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00448","영업","2018-04-26"
"284","아잉커피","서울특별시 마포구 성산동 533-1번지 마포농수산물시장마포구시설관리공단 ","서울특별시 마포구 월드컵로 235 마포농수산물시장 내 (성산동)","2018-02-26","운영중","","","","","11.50","121849","","","2018","N","11.5","휴게음식점","푸드트럭","","","191031.13794300000  ","451745.28087500000  ","3130000-104-2018-00052","영업","2018-04-26"
"285","대한트럭","서울특별시 중구 태평로1가 31번지 광화문광장 서울광장 ","서울특별시 중구 세종대로 110 (태평로1가 광화문광장 서울광장)","2017-08-09","운영중","","","","","12.00","100101","","","","","","","","","","198089.58976900000  ","451906.65903700000  ","3010000-104-2017-00260","영업","2018-04-26"
"286","한옥푸드트럭","서울특별시 중구 필동2가 84-1번지 남산골한옥마을 ","서울특별시 중구 퇴계로34길 28 남산골한옥마을 (필동2가)","2017-08-30","운영중","","","","","6.60","100272","","","","","","","","","","199549.50101600000  ","451119.82859000000  ","3010000-104-2017-00281","영업","2018-04-26"
"287","더로드샌드위치","서울특별시 동작구 신대방동 395번지 보라매공원 ","서울특별시 동작구 여의대방로20길 33 보라매공원 바닥분수 아래 광장 (신대방동)","2018-02-07","운영중","","","","","6.50","156849","","","2018","N","6.5","휴게음식점","푸드트럭","","","193243.31508400000  ","444024.85867400000  ","3190000-104-2018-00016","영업","2018-04-26"
"288","더키친소울","서울특별시 마포구 성산동 533-1번지 마포농수산물시장마포구시설관리공단 ","서울특별시 마포구 월드컵로 235 마포농수산물시장마포구시설관리공단 (성산동)","2018-02-21","운영중","","","","","11.50","121849","","","2018","N","11.5","휴게음식점","푸드트럭","","","191031.13794300000  ","451745.28087500000  ","3130000-104-2018-00045","영업","2018-04-26"
"289","대니대니(Danny Danny)","서울특별시 종로구 서린동 93-2번지 청계천보행전용거리(무교동사거리~광통교사거리) ","","2018-03-29","운영중","","","","","9.00","110110","","","2018","N","9","휴게음식점","푸드트럭","","","198196.070657       ","451877.638292       ","3000000-104-2018-00056","영업","2018-04-26"
"290","오렌지키친","서울특별시 종로구 서린동 93-2번지 청계천보행자전용거리(무교동사거리~광통교사거리) ","","2018-03-29","운영중","","","","","9.00","110110","","","2018","N","9","휴게음식점","푸드트럭","","","198196.070657       ","451877.638292       ","3000000-104-2018-00057","영업","2018-04-26"
"291","한끼트럭","서울특별시 강남구 삼성동 159번지 코엑스 ","서울특별시 강남구 영동대로 513 코엑스 지상1층 (삼성동)","2018-04-17","운영중","","","","","6.00","135731","","","2018","N","6","휴게음식점","푸드트럭","","","205230.34201100000  ","445818.07172100000  ","3220000-104-2018-00266","영업","2018-04-26"
"292","엠비셔스(AMBITIOUS)","서울특별시 서초구 잠원동 122-1번지 한강공원달빛광장 ","","2018-04-04","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00126","영업","2018-04-26"
"293","숲길여행","서울특별시 종로구 서린동 93-2번지 ","","2018-04-18","운영중","","","","","9.00","110110","","","2018","N","9","휴게음식점","푸드트럭","","","198196.070657       ","451877.638292       ","3000000-104-2018-00070","영업","2018-04-26"
"294","월맹청년","서울특별시 마포구 성산동 533-1번지 마포농수산물시장 내 ","서울특별시 마포구 월드컵로 235 마포농수산물시장 내 (성산동)","2018-04-13","운영중","","","","","11.50","121849","","","2018","N","11.5","휴게음식점","푸드트럭","","070-7535-7095","191031.13794300000  ","451745.28087500000  ","3130000-104-2018-00121","영업","2018-04-26"
"295","호관점","서울특별시 강남구 삼성동 159번지 코엑스 ","서울특별시 강남구 영동대로 513 코엑스 지상3층 C홀호 (삼성동)","2018-02-14","운영중","","","","","","135731","","","2018","N","10","휴게음식점","푸드트럭","","","205230.34201100000  ","445818.07172100000  ","3220000-104-2018-00108","영업","2018-04-26"
"296","한양대학교협동조합하이쿱(HYCOOP)1","서울특별시 성동구 사근동 110번지 한양대학교 ","서울특별시 성동구 왕십리로 222 한양대학교 생활과학대앞 (사근동)","2018-02-28","운영중","","","","","13.50","133817","","","2018","N","13.5","휴게음식점","푸드트럭","","02-2220-2977","204410.37308000000  ","451211.86396500000  ","3030000-104-2018-00022","영업","2018-04-26"
"297","한양대학교협동조합하이쿱(HYCOOP)2","서울특별시 성동구 사근동 110번지 한양대학교 ","서울특별시 성동구 왕십리로 222 한양대학교 생활과학대학앞 (사근동)","2018-02-28","운영중","","","","","9.36","133817","","","2018","N","9.36","휴게음식점","푸드트럭","","02-2220-2977","204410.37308000000  ","451211.86396500000  ","3030000-104-2018-00023","영업","2018-04-26"
"298","맛에반하다","서울특별시 강서구 화곡동 953-1번지 케이씨대학교 (지상 1층) 본관 앞 ","서울특별시 강서구 까치산로24길 47 케이씨대학교 본관 앞 1층 (화곡동)","2018-02-28","운영중","","","","","10.00","157911","","상수도전용","2018","N","10","휴게음식점","푸드트럭","","","187255.07401800000  ","449962.38606800000  ","3150000-104-2018-00046","영업","2018-04-26"
"299","스테이큰","서울특별시 노원구 월계동 648번지 인덕대학교 ","서울특별시 노원구 초안산로 12 인덕대학교 내(학생휴게건물 옆쪽) (월계동)","2018-02-27","운영중","","","","","","139749","","","2018","N","0","휴게음식점","푸드트럭","","","205021.15657700000  ","459256.81538900000  ","3100000-104-2018-00021","영업","2018-04-26"
"300","꽈배기팩토리","서울특별시 노원구 월계동 648번지 인덕대학교인덕공업고등학교 ","서울특별시 노원구 초안산로 12 인덕대학교 내(학생휴게건물 옆쪽) (월계동)","2018-02-27","운영중","","","","","","139749","","","2018","N","0","휴게음식점","푸드트럭","","","205021.15657700000  ","459256.81538900000  ","3100000-104-2018-00022","영업","2018-04-26"
"301","월광","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","2018-03-29","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00087","영업","2018-04-26"
"302","미스꼬레아","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","2018-03-29","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00088","영업","2018-04-26"
"303","토리도리","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","2018-03-29","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00089","영업","2018-04-26"
"304","깡패팩토리&쇼타임","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장(80가4255) (여의도동)","2018-03-29","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00090","영업","2018-04-26"
"305","샤우","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장(82어4800) ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장(82어4800) (여의도동)","2018-03-29","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00091","영업","2018-04-26"
"306","판타이와롱","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","2018-03-29","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00092","영업","2018-04-26"
"307","아이피자유(IPIZZAU)","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","2018-03-29","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00093","영업","2018-04-26"
"308","파라다이스커피","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","2018-03-29","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00094","영업","2018-04-26"
"309","피카소'스키친(picasso's kitchen)","서울특별시 광진구 능동 18번지 어린이대공원 희망나루옆 ","서울특별시 광진구 능동로 216 어린이대공원 1층 (능동)","2018-03-02","운영중","","","","",".00","143847","","","2018","N","0","휴게음식점","푸드트럭","","","207872.04742900000  ","450340.02105700000  ","3040000-104-2018-00047","영업","2018-04-26"
"310","오롯한식당","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","2018-03-30","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00095","영업","2018-04-26"
"311","불고기파티","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","2018-03-30","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00096","영업","2018-04-26"
"312","드링크업","서울특별시 금천구 가산동 717번지 독산역2번출구 앞 광장 ","서울특별시 금천구 벚꽃로 115 독산역2번출구 앞 광장 (가산동)","2018-04-06","운영중","","","","","10.00","153023","","","2018","N","10","휴게음식점","푸드트럭","","","190225.83347100000  ","440734.89599300000  ","3170000-104-2018-00043","영업","2018-04-26"
"313","핸드메이드 아이스크림","서울특별시 서초구 잠원동 122-1번지 ","","2018-03-29","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00106","영업","2018-04-26"
"314","라온쿡","서울특별시 서초구 잠원동 122-1번지 반포 한강공원 달빛광장 ","","2018-03-29","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00107","영업","2018-04-26"
"315","삼박자","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","2018-03-29","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00108","영업","2018-04-26"
"316","88푸드트럭","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","2018-03-29","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00109","영업","2018-04-26"
"317","발닭발닭","서울특별시 서초구 잠원동 122-1번지 반포 한강공원 달빛광장 ","","2018-03-29","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00110","영업","2018-04-26"
"318","그릴드 쿠반","서울특별시 서초구 반포동 122-1번지 ","","2018-03-29","운영중","","","","","10.00","137040","","","2018","N","10","휴게음식점","푸드트럭","","","200893.724617       ","444545.32926        ","3210000-104-2018-00111","영업","2018-04-26"
"319","모히또앤카페","서울특별시 서초구 잠원동 122-1번지 ","","2018-03-29","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00112","영업","2018-04-26"
"320","춘향전","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","2018-03-29","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00113","영업","2018-04-26"
"321","카프리 푸드트럭","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","2018-03-29","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00115","영업","2018-04-26"
"322","UMUgrillhouse","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","2018-03-29","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00116","영업","2018-04-26"
"323","원모어타코","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 DDP 팔거리광장 (을지로7가)","2018-03-29","운영중","","","","","10.00","100197","","","2018","N","10","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00074","영업","2018-04-26"
"324","아시안 트럭","서울특별시 중구 다동 13번지 청계천 보행자 전용거리(광통교 일대) ","","2018-03-29","운영중","","","","","10.00","100180","","","2018","N","10","휴게음식점","푸드트럭","","","198333.02863        ","451838.547213       ","3010000-104-2018-00075","영업","2018-04-26"
"325","달밤","서울특별시 중구 다동 13번지 청계천로 보행자 전용거리(광통교 일대) ","","2018-03-29","운영중","","","","","9.00","100180","","","2018","N","9","휴게음식점","푸드트럭","","","198333.02863        ","451838.547213       ","3010000-104-2018-00076","영업","2018-04-26"
"326","taek's","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 DDP 팔거리광장 (을지로7가)","2018-03-29","운영중","","","","","9.00","100197","","","2018","N","9","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00077","영업","2018-04-26"
"327","쉬림플라워","서울특별시 중구 다동 13번지 청계천로 보행자 전용거리(광통교 일대) ","","2018-03-29","운영중","","","","","10.00","100180","","","2018","N","10","휴게음식점","푸드트럭","","","198333.02863        ","451838.547213       ","3010000-104-2018-00078","영업","2018-04-26"
"328","슈니첼버거 스위스델리","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 DDP 팔거리광장 (을지로7가)","2018-03-29","운영중","","","","","15.00","100197","","","2018","N","15","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00079","영업","2018-04-26"
"329","와플라스","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 DDP 팔거리광장 (을지로7가)","2018-03-29","운영중","","","","","9.00","100197","","","2018","N","9","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00080","영업","2018-04-26"
"330","요세브라더스","서울특별시 중구 다동 13번지 청계천 보행자 전용거리(광통교 일대) ","","2018-03-29","운영중","","","","","12.00","100180","","","2018","N","12","휴게음식점","푸드트럭","","","198333.02863        ","451838.547213       ","3010000-104-2018-00081","영업","2018-04-26"
"331","미트 플레이스","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 DDP 팔거리광장 (을지로7가)","2018-03-29","운영중","","","","","5.00","100197","","","2018","N","5","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00082","영업","2018-04-26"
"332","푸디트럭","서울특별시 은평구 녹번동 153-31번지 은평평화공원앞 ","","2018-01-29","운영중","","","","","9.00","122834","","상수도전용","2018","N","9","휴게음식점","푸드트럭","","","193155.166847       ","455901.435599       ","3110000-104-2018-00016","영업","2018-04-26"
"333","레드마후라","서울특별시 마포구 성산동 661번지 ","서울특별시 마포구 증산로 87 문화비축기지 내 (성산동)","2018-04-05","운영중","","","","","10.00","121250","","","2018","N","10","휴게음식점","푸드트럭","","","190726.82155000000  ","452316.92635700000  ","3130000-104-2018-00107","영업","2018-04-26"
"334","샹스마라탕","서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대   스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ","서울특별시 영등포구 여의동로 330 여의도한강공원 이벤트광장 일대   스트라스부르와 함께하는 2017 서울 크리스마스 마켓 (여의도동)","2017-12-13","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00348","영업","2018-04-26"
"335","허클베리핀","서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대   스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ","서울특별시 영등포구 여의동로 330 여의도한강공원 이벤트광장 일대   스트라스부르와 함께하는 2017 서울 크리스마스 마켓 (여의도동)","2017-12-13","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00349","영업","2018-04-26"
"336","네발낙지","서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대   스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ","서울특별시 영등포구 여의동로 330 여의도한강공원 이벤트광장 일대   스트라스부르와 함께하는 2017 서울 크리스마스 마켓 (여의도동)","2017-12-13","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00350","영업","2018-04-26"
"337","푸드캠프","서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대   스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ","서울특별시 영등포구 여의동로 330 여의도한강공원 이벤트광장 일대   스트라스부르와 함께하는 2017 서울 크리스마스 마켓 (여의도동)","2017-12-13","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00351","영업","2018-04-26"
